날짜,루틴,팩,항목,무엇,근거파일,고침여부
2026-09-01,pack-qa-spec-b,매칭·장비렌탈·인테리어 12벌,새지시 / lib/design-presets.ts — 세로 flex 자식 min-width,"COMMON_RULES 에 새로 들어온 「세로 flex 로 바꾼 상자의 자식에도 min-width:0」이 내 몫 12벌 07 스펙팩에 모두 실려 있다(규칙 줄 1 · 까닭 글 1). 지시가 「폭 390 에서는 안 보이고 360 에서만 나온다」고 해서 완성화면 6벌 647쪽을 폭 360 과 390 으로 각각 다시 그려 쟀다(합 1,294쪽) — 가로 넘침·탭 스크롤바·푸터 안 붙음·글자 겹침 걸린 쪽 0. ⚠ 팩 base.css 에 「main > *」라는 «글자»는 없다 — 여섯 벌 다 main 을 세로 flex 로 만들지 않고 .split-r>*·.app>*·.edcols>* 쪽에 min-width:0 을 걸어 두었다. 글자로 맞대면 「없음」으로 헛짚으니 폭 360 으로 재는 쪽을 근거로 삼았다","판매용_템플릿/_판매팩/{매칭,장비렌탈,인테리어}_{스탠다드,플러스,디럭스,프리미엄}/07_AI빌드_스펙팩.md · _작업/레이아웃검사.mjs",해당없음
2026-09-01,pack-qa-spec-b,매칭·장비렌탈·인테리어 6벌,새지시 / lib/export/template-verify.ts — 새 칸 넷,스펙팩 7-9-2 와 짝이 되는 칸 넷(끊어진 링크 · 없는 그림·빈 파일 · 외톨이 화면 · 화면 수)이 08_검수시나리오.xlsx 안을 열어 보니 디럭스·프리미엄 6벌에 모두 들어 있다. 7-9-2 의 검사 글도 그 넷을 다 재고 있어 «한 벌»이 맞다,"판매용_템플릿/_판매팩/{매칭,장비렌탈,인테리어}_{디럭스,프리미엄}/08_검수시나리오.xlsx · lib/export/template-verify.ts:323-354",해당없음
2026-09-01,pack-qa-spec-b,매칭·장비렌탈·인테리어 12벌,새지시 / 두 갈래 검수가 스펙팩에 실렸나,「검수는 «두 갈래»입니다」(7-0) 와 「기계가 보는 검수 — 파일만 보고 재기」(7-9-2) 가 12벌 모두 각각 1번씩 있다. 0 은 없다,"판매용_템플릿/_판매팩/{매칭,장비렌탈,인테리어}_{스탠다드,플러스,디럭스,프리미엄}/07_AI빌드_스펙팩.md",해당없음
2026-09-01,pack-qa-spec-b,매칭·장비렌탈·인테리어 12벌,새지시 / 07 스펙팩이 뿌리를 따라왔나,build-template.mts(2뎁스)·build-template-deep.mts(3뎁스) 로 뿌리에서 한 벌 새로 뽑아 12칸과 한 줄씩 견줬다 — 다른 줄 0. 판매팩 스펙팩은 묵지 않았다,"_작업/{동네서비스_매칭플랫폼,장비렌탈_대여예약,인테리어시공_견적상담}{,_상세IA}/07_AI빌드_스펙팩.md",해당없음
2026-09-01,pack-qa-spec-b,"매칭_디럭스, 매칭_프리미엄, 장비렌탈_디럭스, 장비렌탈_프리미엄, 인테리어_디럭스",새지시 / 판매팩_자동화_지시서 3-f — 「생성기에 없는 화면 손잡이」가 내 몫에도 있나,"⭐ 있었다. 완성화면 6벌을 임시 자리에 복사해 build/generate.mjs 로 다시 구워 팩 화면과 한 줄씩 견줘 보니, 5벌에서 «팩 화면에만 있고 생성기에는 없는» 것이 나왔다 — 다시 굽는 순간 사라질 상태였다(매칭 41·150쪽 · 장비렌탈 5·6쪽 · 인테리어 6쪽). 인테리어_프리미엄만 처음부터 한 글자도 안 틀렸다. 고친 뒤 6벌 모두 «다시 구워도 같은 파일»이 되는 것을 확인했다(내용다름 0장). ⭐ pack-qa-spec-a 도 같은 것을 앞 절반에서 찾아 「2026-09-01_생성기가_pages와_갈림」으로 사장님께 올려 두었다(그쪽은 여행_프리미엄 144쪽 전부처럼 규모가 커서 죽은 링크만 고치고 물었다). 내 몫은 갈래가 적어(합쳐 74가지) 그 자리에서 다 맞췄으니, 그 물음은 이제 앞 절반 8벌과 반려동물케어에만 걸린다",판매용_템플릿/_판매팩/*/완성화면/build/*.mjs,고침
2026-09-01,pack-qa-spec-b,"매칭_디럭스, 매칭_프리미엄",화면연결·UI / 넓은 회원가입 상자가 좁게 나오던 것,AU-02·04·05(프리미엄 AU0201·0401·0501) 여섯 쪽에서 solo-lg 가 안쪽 상자(.solo-box)에 붙어 있었다. base.css 규칙은 «.solo-lg .solo-box» 라 바깥에 붙어야 먹는다 — 브라우저로 열어 재 보니 max-width 가 424px 이었다(600px 이어야 한다). 바깥 .solo 로 옮기고 다시 재서 600px 을 확인했다,"판매용_템플릿/_판매팩/매칭_{디럭스,프리미엄}/완성화면/pages/AU-0*.html · assets/css/base.css:677",고침
2026-09-01,pack-qa-spec-b,"매칭_디럭스, 매칭_프리미엄",데이터 연동 / 같은 일감이 화면마다 다른 날짜,"JB-01(프리미엄 JB0101) 의 일감 다섯 건 날짜가 다른 20여 화면과 어긋나 있었다 — J-1042 를 여기서만 「8월 24일 (월)」이라 하고, 같은 팩의 JB0102·PY·MY·LD 는 「8월 20일 (목)」이라 했다. 많은 쪽(그리고 생성기)에 맞췄다. 대신 요일이 2026년 달력과 틀린 두 건(8월 2일 토→일 · 7월 28일 월→화)과 생성기의 다섯 자리를 고쳤다","판매용_템플릿/_판매팩/매칭_{디럭스,프리미엄}/완성화면/pages/JB-01.html · build/data.mjs:204-225",고침
2026-09-01,pack-qa-spec-b,"매칭_디럭스, 매칭_프리미엄",UX / 스펙팩이 약속한 정렬이 죽어 있던 것,"LD-01(새 요청 목록)·SE-01(고수 목록) 의 정렬 고르개가 값만 바뀌고 목록은 그대로였다. 스펙팩 기능정의는 「정렬(최신순/마감 임박순/예산 높은순)」·「정렬(추천순/평점순/응답 빠른순/가격 낮은순)」을 약속하고 있다. app.js 의 정렬 장치에 맞춰 손잡이를 달고, 브라우저에서 일곱 가지를 실제로 눌러 차례가 바뀌는 것을 확인했다(예산 250→10만 · 마감 자리 1→5 · 평점 5.0→4.6 · 가격 6만→180만 · 응답 8분→52분)","판매용_템플릿/_판매팩/매칭_{디럭스,프리미엄}/완성화면/pages/{LD-01,SE-01}.html · build/{pages-ld,pages-se,ui}.mjs",고침
2026-09-01,pack-qa-spec-b,"장비렌탈_디럭스, 장비렌탈_프리미엄",UI / 손님 화면에 「을(를)」이 그대로 나가던 자리,생성기가 「${이름}을(를) 뺐어요」처럼 조사를 괄호로 적고 있었다(팩 화면은 이미 손으로 고쳐 둔 상태였다). 받침을 보고 고르는 조사붙이기를 생성기에 넣어 다시 새지 않게 했다. 팩 화면에 하나 남아 있던 「추가 1를」도 「추가 1을」로 고쳤다(숫자는 읽는 소리로 가른다),"판매용_템플릿/_판매팩/장비렌탈_{디럭스,프리미엄}/완성화면/build/{ui,pages-ct,pages-my-cs}.mjs · pages/CS-02.html",고침
2026-09-01,pack-qa-spec-b,장비렌탈_프리미엄,UI / 옆 사진보다 훨씬 어두운 예시 사진,check-눈으로 F6 — HO0503·CS0204 에서 「장비- 3.webp」(밝기 0.18)가 옆 사진(0.53·0.84) 사이에서 구멍처럼 보였다. 열어 보니 밤에 찍은 건설 중장비 사진이라 캠핑·촬영 장비 팩과도 안 맞았다. 25장 밝기를 다 재어 가운데쯤인 「장비- 13.webp」(0.53)로 바꾸고 사진바꾸기.csv 도 같이 고쳤다. 다시 재니 F6 0건,"판매용_템플릿/_판매팩/장비렌탈_프리미엄/완성화면/pages/{HO0503,CS0204}.html · 사진바꾸기.csv",고침
2026-09-01,pack-qa-spec-b,인테리어_디럭스,데이터 연동 / 생성기 요일이 2025년 달력,"생성기의 공사 일정 요일이 팩 화면과 어긋나 있었다 — 9/22 월→화 · 9/23 화→수 · 9/24 수→목 · 9/25 목→금 · 9월 20일 토→일 · 9월 17일 수→목 · 9월 8일 일·월→화. 팩 화면은 이미 2026년 달력으로 맞아 있었고 생성기만 옛것이라, 다시 굽는 순간 49건짜리 옛 잘못이 되살아날 자리였다","판매용_템플릿/_판매팩/인테리어_디럭스/완성화면/build/{data,pages-pr,pages-vs}.mjs",고침
2026-09-01,pack-qa-spec-b,"매칭_디럭스, 매칭_프리미엄, 장비렌탈_디럭스, 장비렌탈_프리미엄, 인테리어_디럭스, 인테리어_프리미엄",UI / 화면 목록이 «틀린 색»을 손님에게 보여 주던 것,"⭐ 완성화면/index.html 의 색 견본이 실제 화면 색과 달랐다 — 여섯 벌 모두. 보기: 레트로 페이퍼 두 벌이 primary 를 #DE6F26 이라 적어 두었는데 실제 CSS 는 #BC5918(대비 때문에 뿌리에서 바꾼 값)이고, 「주색 위 글자」를 #111111 이라 적었는데 실제로는 흰 글자다. 매칭_프리미엄은 생성기가 디럭스 글을 그대로 물려받아 「가이드 01 모던 네이비 × 레이아웃 A」라고 적고 있었다(실제는 가이드 02 미니멀 모노 × 레이아웃 B). 생성기 글을 고치고 index.html 을 다시 구워 여섯 벌 다 «견본 색 = 실제 CSS» 0 어긋남을 확인했다",판매용_템플릿/_판매팩/*/완성화면/index.html · build/generate.mjs · 완성화면/스펙팩/가이드_*.json,고침
2026-09-01,pack-qa-spec-b,매칭_디럭스,UI / 경고색이 혼자 옅어 글씨가 안 읽히던 것,pack-qa-spec-a 가 커밋 글에 「매칭_디럭스에도 같은 흠이 있다 — 뒤 절반이라 손대지 않고 적어 둔다」고 넘겨 준 자리다. --warning 이 #B4761A 로 종이색(#F0EFEB) 위 대비 3.29 였다 — 11px 배지와 잔글에 쓰는 색이라 4.5 가 필요하다. 같은 팩이 파는 디자인프리셋/가이드_01_모던네이비.json 이 이미 #926013(대비 4.67) 이라고 적고 있어 지어낼 것이 없었다. base.css·스펙팩 가이드 json·index.html 색 견본 셋을 그 값으로 맞췄다. 다시 재니 check-design 에서 그 줄이 사라졌다,판매용_템플릿/_판매팩/매칭_디럭스/완성화면/assets/css/base.css:19 · 스펙팩/가이드_01_모던네이비.json · index.html,고침
2026-09-01,pack-qa-spec-b,매칭_프리미엄,데이터 연동 / 팩 안에서 프리셋 색이 갈려 있던 것,완성화면/스펙팩/가이드_02_미니멀모노.json 이 success #1A7F37 · warning #9A6700 로 옛 값이었다. 같은 팩의 디자인프리셋/ 사본과 base.css 는 #197B35 · #916100 이다(대비를 올린 값). 스펙팩 쪽을 다른 둘에 맞췄다,판매용_템플릿/_판매팩/매칭_프리미엄/완성화면/스펙팩/가이드_02_미니멀모노.json,고침
2026-09-01,pack-qa-spec-b,매칭·장비렌탈·인테리어 6벌,회귀 / 기계 검사 다시 돌리기,"고친 뒤 다시 돌렸다 — 팩검사 0건(6벌) · check-눈으로 --전부 647쪽 깨끗(F6 2건은 고쳐서 0) · check-반응 못 넘긴 것 0건(4,915개 눌러 봄) · check-사진 칸 벗어남 0·가로넘침 0 · check-사진채움 통과 · check-평평함 통과 · check-겉표지 통과 · check-design FAIL 0(WARN 은 플랫폼 공용 대비 값) · check-presets 통과",검수/2026-09-01_pack-qa-spec-b.csv 옆 기록 · _작업/팩검사.mjs,해당없음
2026-09-01,pack-qa-spec-b,"매칭_디럭스, 매칭_프리미엄",UX / 아직 남은 select 78개,"check-반응이 「고른 값만 바뀌고 옆이 그대로인 select」를 매칭 디럭스 38 · 프리미엄 40 으로 셌다(정렬 둘을 고쳐 40→38 · 42→40 으로 줄었다). 남은 것은 지역·분야·예산·거리 같은 «고른 값이 곧 답인» 입력칸이다. 다만 LD-01 기능정의는 「필터(분야·지역·예산·거리)」도 약속하고 있어, 거르기까지 살릴지는 다음 회차 몫으로 남긴다","판매용_템플릿/_판매팩/매칭_{디럭스,프리미엄}/완성화면/pages/LD-01.html · 07_AI빌드_스펙팩.json",해당없음
2026-09-01,pack-qa-spec-b,"장비렌탈_디럭스, 장비렌탈_프리미엄",데이터 연동 / 견본 날짜가 «전부 지난 날»,"팩검사가 「앞날 날짜가 하나도 없다」고 짚었다 — 장비렌탈 두 벌의 날짜 13·26가지가 모두 오늘(2026-09-01)보다 과거다(가장 늦은 것 8월 25일). 매칭은 28가지 중 26가지, 인테리어는 4가지 중 1가지가 과거다. 스펙팩 7-0 이 손님에게 「굳은 날짜 — 지난 날짜가 보이면 안 됩니다」라고 가르치는데 우리 견본이 그걸 어기고 있다. ⛔ 같은 것을 pack-qa-spec-a 가 먼저 「2026-09-01_견본날짜_통째로지남」으로 올려 두었기에 겹쳐 올리지 않고 뒤 절반 숫자만 여기 적는다 — 그쪽 칸이 「뒤 절반도 같을 것으로 보임」이라고 적어 둔 자리를 이 줄이 채운다. 장비렌탈의 8월 15일은 광복절 연휴 이야기와 묶여 있어 날짜만 밀 수도 없다",검수/판단대기.json:2026-09-01_견본날짜_통째로지남 · 판매용_템플릿/_판매팩/장비렌탈_*/완성화면/build/data.mjs,해당없음
