날짜,루틴,팩,항목,무엇,근거파일,고침여부
2026-09-01,pack-qa-userpack,생성팩(공통),짝맞춤,스펙팩 7절(만들고 나서 — 눈으로 보고 눌러 보고 고치기)이 성한지 확인. 2뎁스·3뎁스 두 벌 모두 7장 아래 절 13개(7-0~7-11 + 7-9-2) 겹침 0 · 빠짐 0. 「검수는 «두 갈래»입니다」 1회 · 「기계가 보는 검수 — 파일만 보고 재기」 1회로 두 갈래가 다 실림,_작업/LMS_온라인강의플랫폼/07_AI빌드_스펙팩.md,해당없음
2026-09-01,pack-qa-userpack,생성팩(공통),md json 갈림,⭐ 07 의 md 와 json 이 갈려 있었다. 8/25 에 넣은 「세로 flex 로 바꾼 상자의 자식에도 min-width:0 을 걸라」는 규칙이 COMMON_RULES(글) 안 css 덩어리에만 들어가 md 에만 실리고 기계가 읽는 json(common.narrowOverflow)에는 없었다. 두 문서가 함께 읽는 뿌리 NARROW_OVERFLOW.rule 에 옮겨 적어 md·json 이 같은 말을 하게 함. json 의 rule 10줄 → 12줄,lib/design-presets.ts:1092-1116,고침
2026-09-01,pack-qa-userpack,생성팩(공통),글이싸움,⭐ 위 규칙은 「폭 390 에서는 안 보이고 360 에서만 나온다」고 못 박는데 json 은 testWidth 390 하나만 내보내고 있었다. 손님의 AI 가 json 을 읽으면 그 흠이 안 보이는 폭만 재게 된다. NARROW_OVERFLOW 에 alsoTestWidth 360 을 더하고 json 이 함께 내보내게 함. 두 폭을 다 재라는 줄도 rule 에 넣음,lib/design-presets.ts:1096 · lib/export/spec-pack.ts:283-290,고침
2026-09-01,pack-qa-userpack,생성팩(공통),글이싸움,08 검수시나리오의 「좁은 화면에서 가로 스크롤」 칸만 혼자 375px 를 시키고 있었다 — 07 md·json 은 390 을 시킨다. 손님이 받는 세 문서가 서로 다른 폭을 시키면 아무 폭이나 재게 된다. 뿌리값(NARROW_OVERFLOW)에서 끌어다 쓰게 고쳐 390·360 두 폭을 시키도록 통일. 뽑아 본 08 에서 375px 0건 확인,lib/export/template-verify.ts:14-16 · 318-330,고침
2026-09-01,pack-qa-userpack,생성팩(공통),짝맞춤,8/25 에 template-verify 에 붙은 «기계가 보는 검수» 칸 여섯(끊어진 링크 · 없는 그림/빈 파일 · 외톨이 화면 · 화면 수 · 글자 대비 · 굳은 날짜)이 뽑은 08 에 다 실려 있는지 확인 — 2뎁스 3뎁스 모두 여섯 다 있음. 스펙팩 7-9-2 와 짝이 맞음,_작업/LMS_온라인강의플랫폼/08_검수시나리오.xlsx,해당없음
2026-09-01,pack-qa-userpack,생성팩(공통),받는파일,한 벌 실제로 뽑아 열어 봄. 2뎁스 01~04 행 44/44/270/44 · 3뎁스 132/132/721/132 — 빈 줄 0 · 머리줄 어긋남 0. 08 은 295줄/746줄. 05 FLOW 9장 연결 65 · 06 pptx 정상. tsc 깨끗,_작업/LMS_온라인강의플랫폼_상세IA/,해당없음
2026-09-01,pack-qa-userpack,생성팩(공통),프리셋,디자인프리셋을 손님이 받는 길(buildPresetPack)로 그대로 만들어 md 와 json 을 견줌 — 가이드 3벌의 색 15개씩 45개가 md·json 모두 같은 값. 8/25 에 고친 forest·coral 색과 미리보기 보조색 #5F636A 가 뽑은 파일에 그대로 실림. check-presets 통과(뿌리와 손님 프리셋 색값 6종 일치),lib/preset-pack.ts,해당없음
2026-09-01,pack-qa-userpack,생성팩(공통),다운로드길,⭐ 이번주 알림 — PG 심사 통과 뒤 「결제는 되는데 파일이 없다」가 남았는지 읽어서 확인. PACKAGES 8업종 × 4등급 = 32칸이 모두 packs/ 의 zip 으로 이어짐(packKey → fs-pack-storage). 없는 칸 0 · 쓰이지 않는 zip 0 · git 에 32/32 담김 · next.config 가 packs/**/* 를 배포에 실음. 다운로드 길은 32칸 모두 이어져 있음,adapters/storage/fs-pack-storage.ts · packs/,해당없음
2026-09-01,pack-qa-userpack,생성팩(공통),판단대기,⭐ 2026-08-25_반려동물케어_상세페이지 건은 «해소됐다». 그때는 petcare 가 LISTED_IDS 에 없어 목록엔 안 뜨는데 상세·사이트맵엔 떠 있었고 zip 도 없었다. 지금은 LISTED_IDS 에 들어와 PACKAGES 8업종과 진열 8업종이 같고(어긋남 0) petcare zip 네 개도 있다. 마무리가 판단대기에서 지우면 된다,lib/packages.ts:882 · packs/petcare-*.zip,해당없음
2026-09-01,pack-qa-userpack,생성팩(공통),적어둠,⛔ 고치지 않고 적어만 둔다(우리 사이트 코드라 검수공통 3절). 사이트맵과 상세 페이지가 아직 PACKAGES 전부를 찍는다 — 지금은 진열 목록과 같아서 새는 데가 없지만 다음 업종을 PACKAGES 에 넣고 LISTED_IDS 에 안 넣으면 8/25 와 똑같은 어긋남이 다시 난다,app/sitemap.ts · app/(marketing)/packages/[packageId]/page.tsx,해당없음
2026-09-01,pack-qa-userpack,판매팩 32칸,스펙팩 고침,⭐ 위 세 고침은 손님이 «사이트에서 만드는» 팩에는 바로 실리지만 판매팩 32칸에 찍혀 있는 07 md·json 과 08 검수시나리오는 옛것이다 — 코드를 고쳐도 구워진 파일은 안 따라온다. 32칸을 문서 다시 굽고 zip 까지 다시 묶어야 손님에게 간다. 내가 구우면 다른 루틴과 부딪혀 마무리 회차에 넘긴다,lib/design-presets.ts · lib/export/spec-pack.ts · lib/export/template-verify.ts,마무리에넘김(32칸 07·08 다시 굽고 zip 교체)
